"Product ID","Variant ID","Row Type",Title,SKU,"Variant Name",Barcode,Description,Details,Unit,Price,Sales,Cost,Stock,"Weight (kg)",Type,Status,Featured,"Manage Stock","Sales Count","Ratings Cache","Ratings Count","Currency Code","Is Demo","Is Active","Min Order Qty","Max Order Qty",Collections,"Options Names","Options Values","Main Image","Additional Images","SEO Title","SEO Description","Product Type",Vendor,Gender,"Age Group",Condition,"Google Product Category","Created At","Updated At",Source,"Source ID"
4692323,,product,"TIRTIR Pure Vitamin C24 Serum",,,,"TIRTIR Pure Vitamin C24 Serum - 30ml","<p>A stable, concentrated Vitamin C serum that brightens the complexion, fades dark spots and protects skin from oxidative stress. Works best as part of a morning routine.</p><p>Best for: Dark spots, dull skin, antioxidant protection</p>",pc,12370.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,Serums,,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/90013f5681ed95d741c30d3a657cfa002a32a68b.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/90013f5681ed95d741c30d3a657cfa002a32a68b.jpeg,,,,,,,,,"2026-04-24 15:24:25","2026-04-24 15:24:25",,
4692295,,product,"Some By Mi Brightening Starter Kit",,,,"Some By Mi Yuja Niacin Brightening Starter Kit","<p>A brightening starter set powered by yuja extract and niacin, perfect for anyone beginning their brightening journey or wanting to try the range before committing.</p><p>Best for: Dull skin, beginners to brightening, uneven skin tone</p><p><br></p>",pc,20000.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,"Face/Body Kits",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/9dac9561b70d9d88313f726dcf9faa2e69bbbe4d.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/9dac9561b70d9d88313f726dcf9faa2e69bbbe4d.jpeg,,,,,,,,,"2026-04-24 15:18:42","2026-04-24 15:18:42",,
4692270,,product,"Some By Mi AHA BHA PHA 30 Days Miracle Toner",,,,"Some By Mi AHA BHA PHA 30 Days Miracle Toner - 30ml","<p>A travel-friendly toner loaded with AHA, BHA and PHA to gently exfoliate, clear pores and prep skin for the rest of your routine. Great for testing the line or topping up on the go.</p><p>Best</p>",pc,3485.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,Toners,,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/821859a509abb4e20592c474d42d0eeb57866b86.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/821859a509abb4e20592c474d42d0eeb57866b86.jpeg,,,,,,,,,"2026-04-24 15:12:44","2026-04-24 15:12:44",,
4691942,,product,"Some By Mi AHA BHA PHA 30 Days Miracle Serum",,,,"Some By Mi AHA BHA PHA 30 Days Miracle Serum","<p>A triple acid serum designed to transform skin in 30 days. Exfoliates, unclogs pores and smooths texture while calming active breakouts. A full-routine worker in one bottle.</p>",pc,13675.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,Serums,,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/e370141f620861e82b733bf5f0844374195a06bf.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/e370141f620861e82b733bf5f0844374195a06bf.jpeg,,,,,,,,,"2026-04-24 14:06:24","2026-04-24 14:06:24",,
4691887,,product,"SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule",,,,"SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule - 100ml","<p>A calming yet brightening ampoule packed with pure Madagascar Centella. Soothes irritation, evens skin tone and strengthens the skin barrier, all in one lightweight formula.</p><p>Best for: Sensitive skin, redness, uneven tone</p>",pc,10095.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,Serums,,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/aba03ca7be0a3072e2fc2fcac903cfb70469c6a0.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/aba03ca7be0a3072e2fc2fcac903cfb70469c6a0.jpeg,,,,,,,,,"2026-04-24 13:56:48","2026-04-24 13:56:48",,
4691691,,product,"Medicube TXA Niacinamide Capsule Cream",,,,"Medicube TXA Niacinamide Capsule Cream - 55g","<p>A brightening moisturiser with tranexamic acid and niacinamide encapsulated for slow, steady delivery into the skin. Tackles deep discolouration while keeping skin hydrated.</p><p>Best for: Stubborn pigmentation, melasma, uneven skin tone</p>",pc,14890.00,,,10,,simple,0,0,1,0,,0,NGN,0,1,1,,"Moisturiser & Face Cream",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/fde6178c03b0dfb196fb87ffe9d04d76568f167b.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/fde6178c03b0dfb196fb87ffe9d04d76568f167b.jpeg,,,,,,,,,"2026-04-24 13:27:46","2026-04-24 13:27:46",,
4691654,,product,"Medicube Kojic Acid Turmeric Niacinamide Serum",,,,"Medicube Kojic Acid Turmeric Niacinamide Serum - 30ml","<p>A brightening serum that combines three heavy-hitting ingredients to target stubborn dark spots and hyperpigmentation. Lightweight and fast absorbing.</p><p>Best for: Dark spots, post-acne marks, uneven skin tone</p>",pc,10935.00,,,10,,simple,0,0,1,0,,0,NGN,0,1,1,,Serums,,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/8bf1401ca9c1294370c0393c9c7bbaad2e90736c.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/8bf1401ca9c1294370c0393c9c7bbaad2e90736c.jpeg,,,,,,,,,"2026-04-24 13:21:51","2026-04-24 13:21:51",,
4691616,,product,"Medicube Azelaic Acid Niacinamide Deep Clean Foam Cleanser",,,,"Medicube Azelaic Acid Niacinamide Deep Clean Foam Cleanser - 120g","<p>A powerful yet gentle foam cleanser that targets clogged pores, uneven texture and dullness in one step. Azelaic acid and niacinamide work together to clear and even the skin with every wash.</p><p>Best for: Acne-prone skin, uneven texture, oily skin</p>",pc,9375.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,"Face Wash",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/6c927e5b4e3dfabdf39b1e457ab9f8b9342f9d7e.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/6c927e5b4e3dfabdf39b1e457ab9f8b9342f9d7e.jpeg|https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/9320bb4b77683d7d1a62bf6d23b37bd697067973.jpeg,,,,,,,,,"2026-04-24 13:16:45","2026-04-24 13:16:45",,
4690134,,product,"KSECRET Seoul 1988 Eye Cream",,,,"KSECRET Seoul 1988 Eye Cream - Retinal Liposome 4% + Fermented Bean, 30ml","<p>A targeted eye cream combining retinal and fermented bean extract to visibly reduce fine lines, puffiness and dark circles around the delicate eye area.</p><p><strong style=""color: rgb(34, 45, 55);"">Best for:</strong> Fine lines, dark circles, signs of ageing around the eyes</p>",pc,9595.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,Underarm,,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/835170bdcdd54515d72349da08d45d324a8a4d91.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/835170bdcdd54515d72349da08d45d324a8a4d91.jpeg,,,,,,,,,"2026-04-24 00:20:12","2026-04-24 13:06:31",,
4690126,,product,"Jumiso Pore Purifying Salicylic Acid Cleanser",,,,"Jumiso Pore Purifying Salicylic Acid Cleanser - 120g","<p>A deep-cleansing face wash with salicylic acid that gets into pores, dissolves buildup and helps prevent breakouts. Leaves skin feeling thoroughly clean without over-drying.</p><p><strong style=""color: rgb(34, 45, 55);"">Best for:</strong> Oily skin, acne-prone skin, enlarged pores</p>",pc,6700.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,"Face Wash",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/b8d91f9d5f7f97f9138b4bb43e83ef93a6bce350.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/b8d91f9d5f7f97f9138b4bb43e83ef93a6bce350.jpeg,,,,,,,,,"2026-04-24 00:13:13","2026-04-24 00:13:13",,
4690121,,product,"Goodal Cleansing Foam",,,,"Goodal Green Tangerine Vita C Cleansing Foam - 150ml","<p>&nbsp;brightening cleansing foam powered by green tangerine Vitamin C. Removes impurities while giving your complexion a subtle glow boost from the very first wash.</p><p><strong style=""color: rgb(34, 45, 55);"">Best for:</strong> Dull skin, uneven complexion, everyday brightening</p>",pc,6755.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,"Face Wash",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/43f36fb892fba42100395161a0f3712e37eb0ca5.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/43f36fb892fba42100395161a0f3712e37eb0ca5.jpeg,,,,,,,,,"2026-04-24 00:08:42","2026-04-24 00:08:42",,
4690117,,product,"Derma:B Ceramd Cream Wash",,,,"Derma:B Ceramd Repair Cream Wash - 400ml","<p>A gentle cream-based cleanser that cleans without stripping. Ceramides help maintain your skin’s natural moisture barrier so skin feels soft and comfortable after every wash.</p><p><strong style=""color: rgb(34, 45, 55);"">Best for:</strong> Dry, sensitive, or easily irritated skin</p>",pc,5930.00,,,4,,simple,0,0,1,1,,0,NGN,0,1,1,,"Face Wash",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/31ab0d6b498ae8d8fe4689ed759e9736f8d65a02.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/31ab0d6b498ae8d8fe4689ed759e9736f8d65a02.jpeg,,,,,,,,,"2026-04-24 00:04:36","2026-04-24 00:47:09",,
4690107,,product,"Beauty of Joseon Glow Deep Serum",,,,"Beauty of Joseon Glow Deep Serum - Rice + Alpha Arbutin 30ml","<p>A lightweight serum that brightens dull skin and fades dark spots using the power of rice extract and alpha arbutin. Absorbs quickly.</p><p><strong style=""color: rgb(34, 45, 55);"">Best for: </strong>Uneven skin tone, dull or lacklustre skin</p>",pc,8750.00,,,5,,simple,0,0,1,0,,0,NGN,0,1,1,,Serums,,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/ba1d6d8110eb264e540fc15b0afd1ea4be907dba.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/ba1d6d8110eb264e540fc15b0afd1ea4be907dba.jpeg,,,,,,,,,"2026-04-23 23:57:53","2026-04-23 23:57:53",,
4684149,,product,"Nivea Nourishing Cocoa Body Lotion",,,,"Nivea Nourishing Cocoa Body Lotion | 5-in-1 Complete Care 400ml","<p>A rich body lotion containing Cocoa and a deep moisture serum complex that provides 48 hours of continuous hydration. Specifically formulated for dry skin, it nourishes deeply and leaves the skin feeling soft and smooth. A reliable daily moisturiser for skin that needs serious hydration.</p><p><strong>Best for:</strong> Very dry body skin, skin needing long lasting deep moisture, daily body nourishment</p>",pc,9500.00,,7400.00,0,,simple,1,0,1,1,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/32c8f43417cdd679d9ce97995c01956fb623b40d.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/32c8f43417cdd679d9ce97995c01956fb623b40d.jpeg,,,,,,,,,"2026-04-22 22:32:26","2026-04-22 22:39:07",,
4684139,,product,"Pro Lab Whitening Lotion",,,,"Pro Lab Kojic Dipalmitate + Hyaluronic Acid Skin Whitening Lotion 500ml","<p>A body lotion containing Kojic Dipalmitate, which is a more stable and skin-friendly form of Kojic Acid that targets dark spots and uneven complexion on the body. Hyaluronic Acid keeps the skin plump and hydrated while the actives work on evening out the skin tone.</p>",pc,13000.00,,10400.00,1,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/01591c5c7c0d2cbf6fbab5aa71acd0f73b4e2f28.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/01591c5c7c0d2cbf6fbab5aa71acd0f73b4e2f28.png,,,,,,,,,"2026-04-22 22:29:46","2026-04-22 22:29:46",,
4684130,,product,"Pro Lab Skin Barrier Repair Ceramide Body Lotion",,,,"Pro Lab Skin Barrier Repair Ceramide Body Lotion 500ml","<p>A body lotion containing Ceramides, which repair and protect the skin's natural moisture barrier. Ideal for skin that feels persistently dry, tight, or sensitive. Provides long lasting hydration and nourishment throughout the day.</p><p><strong>Best for:</strong> Damaged skin barrier, persistently dry skin, sensitive and reactive body skin</p>",pc,13000.00,,10400.00,1,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/96f3e5bd462b28618b33d165bc43dc976fec2e75.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/96f3e5bd462b28618b33d165bc43dc976fec2e75.png,,,,,,,,,"2026-04-22 22:27:55","2026-04-22 22:27:55",,
4684123,,product,"Pro Lab Skin Tone Corrector | Brightening Lotion",,,,"Pro Lab Skin Tone Corrector Alpha Arbutin + Niacinamide Brightening Lotion 500ml","<p>A brightening body lotion containing Alpha Arbutin, which targets dark patches and uneven skin tone on the body. Niacinamide works alongside it to visibly even out the complexion and provide daily moisture. A straightforward skin tone correcting lotion for everyday use.</p><p><strong>Best for:</strong> Uneven skin tone, dark patches, pigmentation, daily brightening moisture</p>",pc,13000.00,,10400.00,0,,simple,1,0,1,1,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/b0e0ba6f4a6d90a4fe5ee8e9616bf3027edd43d9.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/b0e0ba6f4a6d90a4fe5ee8e9616bf3027edd43d9.png,,,,,,,,,"2026-04-22 22:26:29","2026-04-24 00:36:30",,
4684112,,product,"Ivory Glow Turmeric & Curcumin Lotion",,,,"Ivory Glow Turmeric & Curcumin Lotion | Vitamin C Complex | SPF 35 500ml","<p>A moisturising body lotion containing Turmeric and Curcumin, which calm inflammation in the skin and support a more even complexion over time. Vitamin C Complex adds antioxidant protection and a natural radiance to the skin. SPF 35 provides daily sun protection while the 48-hour moisture technology keeps skin hydrated and nourished all day.</p><p>&nbsp;</p>",pc,18500.00,,13900.00,3,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/a1f830474b4abc626ec2a6b697bfb3d256086428.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/a1f830474b4abc626ec2a6b697bfb3d256086428.png,,,,,,,,,"2026-04-22 22:23:50","2026-04-22 22:23:50",,
4684099,,product,"Advanced Korean Skin Bright & Smooth Body Lotion",,,,"Advanced Korean Skin Bright & Smooth Body Lotion | Tranexamic Acid, Kojic Acid, Azelaic Acid & Ceramides 500ml","<p>A body lotion containing Tranexamic Acid, which interrupts the skin's inflammatory response that triggers dark patches. Kojic Acid targets existing dark spots directly, while Azelaic Acid smooths uneven skin texture and addresses post-inflammatory marks. Ceramides keep the skin barrier intact and hydrated throughout. Paraben free, cruelty free and vegan.</p>",pc,17000.00,,13900.00,2,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/4687986ef05c8e6e4a3c4817cbd06b2ded48a1ba.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/4687986ef05c8e6e4a3c4817cbd06b2ded48a1ba.png,,,,,,,,,"2026-04-22 22:21:56","2026-04-22 22:21:56",,
4684092,,product,"Advanced Korean Skin Lightening & Barrier Repair Body Lotion",,,,"Advanced Korean Skin Lightening & Barrier Repair Body Lotion | Turmeric, Ceramides, Kefir & Glutathione 500ml","<p>A body lotion containing Ceramides, which repair and strengthen the skin's natural moisture barrier, particularly useful for skin that feels dry, rough, or easily irritated. Turmeric provides anti-inflammatory and antioxidant support, calming skin that has been darkened by inflammation or irritation. Glutathione supports overall skin radiance while Kefir nourishes and hydrates. Paraben free, cruelty free and vegan.</p>",pc,17000.00,,13900.00,2,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/2a97787aaca70487198de4f7459074179f944e3b.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/2a97787aaca70487198de4f7459074179f944e3b.png,,,,,,,,,"2026-04-22 22:19:57","2026-04-22 22:19:57",,
4684082,,product,"LC Lait Snaptchat Diamant Bleu Body Milk",,,,"LC Lait Snaptchat Diamant Bleu Body Milk | Glutathione, Collagen, Kojic Acid & Arbutin 500ml","<p>A lightening body milk containing Glutathione and Collagen, which work together to restore skin radiance, reduce dullness, and keep the skin feeling firm and elastic with daily use. Kojic Acid and Arbutin target dark spots and blemishes on both the face and body. A notable advantage of this formula is that it brightens without causing stretch marks, green veins, or hyperpigmentation, concerns that come with some stronger lightening products. Hydroquinone free and suitable for all skin types.</p>",pc,38000.00,,31400.00,3,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/443c318ad4eba676daab0c55b621bda40bc9a657.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/443c318ad4eba676daab0c55b621bda40bc9a657.png,,,,,,,,,"2026-04-22 22:17:56","2026-04-22 22:17:56",,
4684069,,product,"Dr. Davey Arbutin Body Lotion",,,,"Dr. Davey Arbutin Body Lotion | Vitamin C & Arbutin | Fresh Citrus 500ml","<p>A body lotion containing Arbutin, which targets dark spots and scars on the body. Vitamin C adds a natural radiance to the skin and addresses surface discolouration. The fresh citrus scent makes it a pleasant daily moisturiser for skin that needs both treatment and nourishment. 100% organic certified.</p>",pc,9000.00,,6400.00,2,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/fcbc5f72be9a6b1309cd96a67b502266956c6f0a.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/fcbc5f72be9a6b1309cd96a67b502266956c6f0a.png,,,,,,,,,"2026-04-22 22:15:58","2026-04-22 22:15:58",,
4684060,,product,"Dr. Davey Kojic Acid Body Lotion",,,,"Dr. Davey Kojic Acid Body Lotion | Niacinamide Vitamin B3 500ml","<p>A body lotion containing Kojic Acid, which directly targets the enzyme responsible for dark spots and uneven patches on the body. Niacinamide (Vitamin B3) addresses blemishes and helps even out skin tone while supporting the skin's natural healing process.&nbsp;</p>",pc,9000.00,,6400.00,2,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/1fc8d31556609460d99355dc2187d5de75f59db7.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/1fc8d31556609460d99355dc2187d5de75f59db7.png,,,,,,,,,"2026-04-22 22:14:27","2026-04-22 22:14:27",,
4684050,,product,"Skin By Zaron Vitamin C Brightening & Moisturising Body Lotion",,,,"Skin By Zaron Vitamin C Brightening & Moisturising Body Lotion | Vitamin C, Alpha Arbutin, Collagen & Vitamin E 500ml","<p>A brightening body lotion containing Vitamin C, which gives the skin a natural radiance and addresses surface discolouration. Alpha Arbutin targets dark patches and uneven tone on the body. Collagen supports skin firmness while Vitamin E keeps the skin feeling soft and nourished throughout the day.</p>",pc,20000.00,,16400.00,2,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/d50d0a7232a85563ff7b6d99b3185a95d048836b.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/d50d0a7232a85563ff7b6d99b3185a95d048836b.png,,,,,,,,,"2026-04-22 22:12:38","2026-04-22 22:12:38",,
4684042,,product,"Glow Influence Strong Lightening Beauty Milk",,,,"Glow Influence Strong Lightening Beauty Milk | Argan Oil, Valerian Extract, Niacinamide, Kojic Acid, Collagen & Hyaluronic Acid 500ml","<p>A rich body milk containing Niacinamide and Kojic Acid, which address uneven skin tone and dark patches on the body. Argan Oil deeply nourishes and adds a natural sheen to the skin. Collagen supports skin firmness, Hyaluronic Acid keeps skin plump and hydrated, and Allantoin soothes any irritation.</p>",pc,32000.00,,26400.00,3,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/89a8de544a810522e379ffe4159d155668a153f7.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/89a8de544a810522e379ffe4159d155668a153f7.png,,,,,,,,,"2026-04-22 22:09:45","2026-04-22 22:10:38",,
4684035,,product,"Faster White Paris Carotte Whitening Body Milk",,,,"Faster White Paris Carotte Whitening Body Milk 500ml","<p>A nourishing body milk containing Carrot Oil, which is rich in beta-carotene and gives the skin a warm, healthy glow while keeping it deeply moisturised. Vitamin E softens and smooths skin texture, and the plant extract base makes it a gentle option for daily body moisturising.</p>",pc,23000.00,,18400.00,5,,simple,1,0,1,0,,0,NGN,0,1,1,,"Body Lotion",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/b094751aa35a779d553cec89f7a268529169406f.png,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/b094751aa35a779d553cec89f7a268529169406f.png,,,,,,,,,"2026-04-22 22:07:48","2026-04-22 22:07:48",,
4683933,,product,"Simple Hydrating Light Moisturiser",,,,"Simple Hydrating Light Moisturiser 125ml","<p>A lightweight face moisturiser that provides 12 hours of continuous hydration without feeling heavy on the skin. Vitamin B5 replenishes moisture in the skin, Vitamin E softens and smooths skin texture, and Niacinamide addresses uneven skin tone. Fast absorbing, no colour, no perfume, no harsh chemicals. Vegan and PETA approved.</p><p><strong>Best for:</strong> Normal to oily skin needing lightweight daily moisture, uneven skin tone, all skin types</p>",pc,10000.00,,7900.00,1,,simple,1,0,1,1,,0,NGN,0,1,1,,"Moisturiser & Face Cream",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/1d5a2f7932c8f126a042e9cc6997277c83808892.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/1d5a2f7932c8f126a042e9cc6997277c83808892.jpeg,,,,,,,,,"2026-04-22 21:40:16","2026-04-22 22:39:10",,
4683923,,product,"Simple Replenishing Rich Moisturiser",,,,"Simple Replenishing Rich Moisturiser | Vitamin B5 + E + Niacinamide 125ml","<p>A rich face moisturiser that provides 12 hours of continuous hydration. Vitamin B5 deeply replenishes moisture in dry and depleted skin, Vitamin E nourishes and softens skin texture, and Niacinamide addresses uneven skin tone. No colour, no perfume, no harsh chemicals. Vegan and PETA approved.</p><p><strong>Best for:</strong> Dry skin, uneven skin tone, skin that needs long lasting moisture without irritation</p>",pc,10000.00,,7900.00,2,,simple,1,0,1,0,,0,NGN,0,1,1,,"Moisturiser & Face Cream",,,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/d7cdc9e0a951509073b48b03fcfe0cb3554ed0b4.jpeg,https://dodptt9f4zk9h.cloudfront.net/stores/288034/products/d7cdc9e0a951509073b48b03fcfe0cb3554ed0b4.jpeg,,,,,,,,,"2026-04-22 21:37:29","2026-04-22 21:37:29",,
